,label,text
127,1,if want stay fabul hotel citi 're will pay littl extra i 'd recommend place.also pay extra corner room view citi spectacular.a short walk michigan avenu excel servic valet concierg lobbi agent waitstaff restaur the food restaur great room servic n't shabbi either.wel worth money
128,1,i lucki enough get star hotel pricelin i luckier i got knickerbock from check check hotel staff extrem help friendli the room small cozi after read review guest i somewhat scare i would find must stay differ hotel i frequent travel felt room hotel met star rate ye room bathroom small histor hotel big citi n't the decor qualiti met expect the lobbi bar invit overal i would stay
129,1,have book hotel directli hotel websit i arriv tire ireland find mislaid book room night room rest week they book anoth nice downtown hotel paid taxi hotel night accommod on return hotel next day i upgrad club level what realli impress hotel everyth could make earlier mistak ... unprompt of cours hotel particularli 32nd floor excel i definit back
130,1,what quaint warm friendli place stay veri accomod .. dble bed bathroom fine .... bit small compar usa hotel .... compar european travel ... place palati would def stay locat great
131,1,when strand chicago two day sinc flight home cancel airlin put u touch hotels.com found u room sheraton tower after long frustrat day end u still chicago arriv sheraton joy the entir staff wonder the bell staff great help u final let go heavi bag jonathan check help u room upgrad u time we enjoy locat facil properti unexpect stay would highli recommend locat other we ca n't say enough staff if chicago futur definit return
132,1,my first trip back chicago year perfect i chose knickerbock i read room recent renov top great locat michigan avenu rush street downtown chicago i must say i impress guestroom i stay prior definit refresh i 've seen photo 's post review the guestroom nice decor modern feel good size histor hotel the bed wonder -- i need get pillow top mattress home i use internet access issu i love larger screen tv 's the shower fun differ type shower head choos and bathroom fresh new granit tile i 'm anxiou get back chicago wo n't year i would highli recommend hotel -- fantast guestroom locat staff i 've ad digit pictur room complet differ one 's i saw previou review new renov
133,1,perfect locat clean courteou staff ad great stay it area plenti store the mile restaur hotel lobbi 6th floor elev get annoyingli slow overal i would highli recommend place regardless famili friend busi the subway wrigley 1/2 block away front door
134,1,stay three night 4/17/09 4/20/09 checheck 9:15 am had wait minut special request i made room quiet comfort mark improv last time i stay year ago the renov great maintain old time charm hotel
135,1,my boyfriend i amaz breathtak view lake michigan we texa view citi import u we problem hotel ... room servic locat top notch
136,1,thi third trip chicago year love citi everi time stay differ downtown hotel swissotel definit favourit when come back juli see play wick second time swissotel no need tri hotel the locat good financi district magnific mile the room spotless quiet view amaz elev fast comfort bed friendli servic mani noisi siren we even watch navi pier firework bed thi best anniversari ever we would recommend swissotel everyon
137,1,we stay altern spot friend 's wed the price cost stay similar hotel area first minu the standard room small want littl space might want upgrad sinc hotel recent rehab see stuff cover paint there realli view hotel now pluss the shower awesom probabl one best hotel shower i 've seen rain shower wand great pressur enclosur n't leak like lot shower stall veri nice the fixtur finish room top notch veri modern clean the bed great better hotel promot bed great night sleep overal thi great space trip go spend much time room if town confer work need spread stuff might work anyon els realli like experi all i care i travel nice bed good shower relax long day if good spot
138,1,i love hotel it one best i stay the lobbi beauti room nice comfort the made servic terrif no matter time left room made came back i ask maid coupl extra nice friendli that i like hotel staff nice friendli i daughter girl 's weekend thursday sunday everyon doorman concierg peopl desk etc wonder i ca n't say enough good hotel ye bathroom small i n't move room i stay day hardli room anyway i definit stay
139,1,we greet staff excel custom servic skill our room pleasant surpris flat screen tv full size shower rain showerhead hand held shower wand wall attach toilet flush option wall comfort bed love light option etc .. the size room snug comfort would histor hotel it also quiet i know hotel sold my sister room next door we hear tv we also love walk less block shop restaur north michigan avenu
140,1,thi one favorit sheratons/starwood properti i stay lot hotel mostli starwood chi around favorit base cost amen downtown locat i realli like begin unload taxi i greet nick year he give best greet la ny alway happi he obvious love job peopl front desk alway nice effici if like workout roberta run fit center anoth one love job serf guest well great lake river view work on particular trip i caught pinch howev christi former mgr abl take care frequent guest i consid 'minor miracl base hotel avail the maid 29th floor friendli effici anoth great experi
141,1,my husband teenag son stay hotel last august we transfer tour oper sent u terribl hotel side chicago when i complain i ask u transfer sheraton arrang u i stay mani hotel life best the room although i know largest beauti clean everi amen need it also superb view river lake the entranc hall sheraton imress leisur centr in fact area fantast the best thing hotel though staff from bellboy receptionist dine staff concierg one courteou help one conciergi spent fifteen minut phone tri locat specif pair trainer son abov beyond call i would say i reccomend hotel highli enough the breakfast buffet cost dollar could eat much like take long like it last u day if choic stay i think enjoy sheraton we
142,1,stay memori weekend nite room great hotel alway love breakfast morn drink even applic around corner magnific mile close lot restaur staff great even check earli noon room avail less hour later fresh fruit avail u bell guy cool suit small side compar homewood complaint hous clean kept room clean felt safe
143,1,if tri millennium knickerbock stay chicago we stay enjoy drake intercontinent other alway come back knickerbock whi if 'charli doorman duti pull welcom he 'll probabl ask name whi becaus want call name everi time see visit somehow even let employe know name sudden doorman receptionist bellman waiter refer name the employe make hotel ye everyth offer like hotel other n't fine peopl includ clean staff folk tri like we look forward next visit alreadi ...
144,1,we book room swissotel hotwir unbeliev rate extrem impress swissotel the staff polit cater everi need the room overs clean larg bathroom we partial view lake michigan ad bonu on 42nd floor spotless workout room pool view citi lake side spectacular we sat hot tub look navi pier we ca n't wait go swissotel
145,1,i book via pricelin sure i 'd like sheraton fallen cliff thi hotel absolut surpass expect despit book pricelin i treat like king they let check earli gave beauti room even went far look starwood number i could get credit stay the staff unfailingli pleasant properti immacul room comfort i highli recommend hotel
146,1,i stay hotel night we want stay downtown chicago thi hotel right next john hancock build walk distanc mani shop restaur everyth els from valet peopl front desk peopl friendli help the best thing hotel awesom locat room suit you choos king doubl insid room get anoth sofa bed live room area you get tv also the roof top pool look michigan lake love also
147,1,we recent celebr 20th anniversari chicago stay sheraton chicago hotel tower have look gizillion place i chose one locat navi pier we go dinner cruise-th odyssey navi pier the hotel short walk ... unless wear heel navi pier we found way home cab ride worth blister it also short walk michigan ave shop ... comfort shoe perhap i chose hotel locat view also terrif thi time lake view navi pier previou trip river lake view nice the hotel nice sever restaur although n't tri the burger place downstair sure smell good though we end bubba gump navi pier good the room spaciou clean i kind germaphob clean import saniti the bottom level door lead right riverwalk cool water fountain i obvious highli recommend hotel i chicago
148,1,i recent stay hotel famili 10-1 10-3 we terrif experi i land hotel pricelin per night paid addit per night suit 41st floor my two young boy love view unbeliev pool 42nd floor easili access i found employe interfac friendli accommod i would love stay
149,1,i use stay homewood suit time busi stay busi sinc sinc time compani busi suburb instead downtown dure decemb year i stay day famili greet i never left there ladi name conni work breakfast shift greet everyon alway rememb year a wonder ladi inde wife even comment way chicago ladi would still would still rememb ye it great place stay
150,1,i love my boyfriend i book hotel onlin littl worri would like sinc paid next noth night i 've paid stay santa barbara motel gorgeou hotel great staff fun bar/loung area impress room the larg window bathroom best -- i took bubbl bath one night look view navi pier skylin i rememb think 'thi realli live ... the room comfort quiet great view like bathroom chicago wonder town -- i noth good thing say ca n't wait come back
151,1,i stay swissotel busi trip first week aug i arriv late first night got shove hospit room first night howev made strong talk assign corner room 28th floor excel view citi river lake michigan in fact i would say corner room swissotel better view hotel vicin the room huge everyth clean bathroom nice the hotel convieni locat magnifici mile millenium park would much recommend hotel would suggest tri everi method possibl get corner room higher floor
152,1,thi great place great view river lake walk everyth clean comfort room accommod staff we arriv earli check 10:30 check late effect ad two day vacat it larg hotel staff work hard take good care custom
153,1,thi hotel beauti i went group friend blast it central locat close sort transport the continent breakfast magnific i n't see much staff men front door extrem help
154,1,my wife i stay downtown event attend drake hotel i stay drake nice bit stuffi littl outdat price we opt walk across street stay millenium instead i know properti gone mani renov past year i say done great job thi place use hotel would crash came chicago colleg roadtrip i but case thi properti directli across drake hotel 1/2 price get great locat newer albeit smaller room everi ammen would expect hotel the room tast decor asian influenc w/flat screen tv bed comfort the bath small tub clean shower great you go spend bunch time room vist chicago room 's size big deal it work well coupl famili four may bit cramp the servic attent friendli locat ca n't beat i would definit stay next time i would leav car home 49/night park bit steep
155,1,i travel illinoi uk busi book friday saturday night homewood suit i could weekend citi the locat perfect walk distanc michigan ave shop touristi stuff liter yard l red line get surround area the room great exactli 'wow decor clean realli well stock i expect 'suit larger averag hotel room seper sit area it actual 3-room mini-apart open lounge/kitchen bedroom bathroom two flatscreen tv huge bed breakfast buffet egg bacon great hangov kitchen meant i could cook lunch rather eat need
156,1,when make reserv i made one busiest weekend summer memori day the staff abl get famili afford rate the suit spaciou clean cozi comfort upon arriv staff friendli will exceed expect serv enthusiasm the hot breakfast delici morn the bed comfort provid good night rest i would recommend hotel friend anyon need addit space travel budget compar chicago hotel
157,1,i stay one nite sheraton hotel tower littl nervou read neg review ta poster i let i got room via pl first place room 8th floor fabul view roof lobbi park lot sinc i noth lose i ask move 'room view the front desk attend rasheeda want make sure room i first clean order i assur she move 24th floor eas took minut i quit surpris i heard treat pl hotwir folk littl less love full price custom the new room clean spaciou overlook navi pier skyris condo beauti infin lake michigan all yep i skip room servic walk local gourmet market suggest other pricey food delici the room comfi ampl closet room breath well conveni internet connect locat i didnt use sinc i wasnt stay long least desk the bed pillow comfi i awok morn sweat comfi veri warm somewhat weighti duvet bed thi great deal price i would absolut stay
158,1,everyth read review pretti much money excel custom servic employe realli care guest alway coffe tea hot chocol lobbi good hot breakfast dinner wine beer doorman nice will help direct room job kitchen flat screen tv 's pullout couch includ close 'el u found bu use i would recommend get pa got day pa well worth got jewel osco far hotel part major peopl older peopl busi trip famili u three girl n't mind would definit recommend place one cheapest place found hotel
159,1,ok back knickerbock i would give best rate i ca n't believ bad review i got pricelin deal i still got fine room clean up-to-d furnish ok littl tradit tast smoke free someon said anoth thread peopl write prank review i think peopl get life peopl want read truth here point view both room 10th floor regard size room we two room one doubl bed room it x each doubl bed valenc kind mini-canopi the furnitur bathroom tile shower tub wall paper paint done last year a chines inspir cabinet held tv coffeemak ice bucket mini-bar three separ level tv ice/coffe minibar the room call 'queen execut thi one queen bed canopi valenc sofab two tv terri bathrob also size differ configer one tv face bed three level cabinet sofab smoke lobbi there bar right entranc it open arrang i sure smoke come bar entranc door no smoke smell no-smok room cost room pricelin plu tax veri good valu one block n. michigan ave. onli complaint concierg said free trolley n't go michigan ave field museum/museum complex fact wa ignor tri throw busi taxi either case good he said time year free trolley go navi pier winter .... clearli incorrect
160,1,our stay ambassador east hotel extrem relax pleasant we enjoy locat we could easili walk red line access bu line along michigan avenu we felt safe walk along neighborhood street view fabul architectur n. state street dearborn we walk 3rd coast cafe chicago histori museum second citi hotel our room spaciou well-kept quiet enough u take nap afternoon head even we would choos stay even could afford expens locat downtown we definit enjoy neighborhood feel place
161,1,i complet blown away hotel it magnific i got great deal i happi i stay befor arriv i nervou i read bad review impact renov peopl stay exampl noisi howev whilst renov still go gym open restaur made differ my room huge bathroom spaciou excel water pressur bed perfect view amaz hotel close great shop magnific mile plu comfort walk distanc hancock tower millennium park
162,1,i attend confer mariott they book i share room hard rock week default what lucki break thi beauti hotel i fan black/grey vibe find littl cheesi what i love way hard rock left beauti old hotel featur intact decor around basic stuctur my room clean clean clean i want comment staff what upbeat group peopl thi includ doorman front desk consierg they wonder everi morn one bell men would find tv morn news show bar i drank courtesi coffe they brought u refriger ipod dock extra suitcas stand within minut check-in i hard time contact airport transport the consierg took care while i wait 4:50 airport shuttl one bell men found cup coffe back i could n't get nice friendli everyon .... great place stay i hope go back husband
163,1,i check affinia hotel chicago shortli dinner tuesday i greet frendli staff valet servic front desk you tell peopl happi hotel i pleasantli surpris i got room the room well decor well thought the furnitur right locat lot space plu conveni lot power outlet the bedroom washroom clean i great sleep comfort bed i told front desk could choos differ pillow although take advantag offer thought great idea onc come across hotel great servic well thought room perfect locat right magnific mile when visit chicago i definit tri stay affinia
164,1,chicago one favorit citi visit some friend suggest tri the talbott i 'm delight took the talbott great 'small hotel block half michigan avenu near four season drake westin the concierg staff helpful gene stephani took great care u the room spaciou fresh the elev could bit slow time asid construct next door stay perfect bice run hotel restaur we enjoy breakfast we stay
165,1,in nice locat close shop place eat also beauti neighborhood a small hotel pleasant place sit lobbi pump room classic place drink we dinner i comment enjoy peopl watch afternoon drink look window peopl neighborhood it short walk good shop eat
166,1,stay hotel friend night the hotel clean tidi throughout the concierg christoph excel help need gave u discount voucher etc hotel excel posit block john hancok build importantli the cheesecak factori bloomingdal block away water tower shop centr block away we went huge i max cinema ten minut away cant wait go back chicago the affinia
167,1,thi great find downtown chicago the price right staff excel a note construct go around hotel i n't notic issu disturb sleep i ask quiet room upper floor gladli given one the lobbi small atmospher small boutiqu hotel the concierg stephani super job find u restaur book u reserv along complimentari appet we standard room spaciou tast decor -- everyth need the bathroom nice whirlpool tub soak -- mp3 compat radio nice perk just ca n't say enough nice staff -- everi singl person meet would definit stay
168,1,i stay talbott twice last week i pleas everi facet stay the staff doorman front desk concierg housekeep wonder the room nice size clean well stock i return talbott anytim
169,1,we return night ambassador east what gem the locat gold coast neighborhood perfect find restaur walk magnific mile there train station block away the room comfort nice amen free internet servic 2nd floor best bell lobbi staff they realli went way help greet u warmli time left arriv i would say nicest hotel staff i 've encount travel
170,1,we stay hard rock januari 27th 125/night it locat michigan ave two block mag mile two block millenium park five block chicago art institut our hotel room nice view michigan ave unusu comfi bed the hotel even offer free coffe lobbi everi morn free wifi room park valet self park the staff help request
171,1,a pull away taxi head airport trip home wife turn said 'we pick right place have chosen talbott trip advisor review i found think term trip advisor review arriv nice entranc friendli recept i notic everyth immedi knew talbott non-corpor warm hotel touch typic seen big name hotel chain the smell elev attent decor detail strongli remind europ simpl overst eleg the locat great light snow walk art institut rush street theater district 're california anyth degre keep u insid all i say kind travel want comfort class somewher uniqu stay talbott oh yeah room look construct 15th floor could hear sound quiet
172,1,sweeti lure guis dinner china grill upon arriv tell boy watch game suit upstair want say hi ... arriv 35th floor oh surpris ladi gentleman thi someth admir ... spaciou roomi yet warm cozi invit ... great bed comfort furnitur great inch plasma view unbeliev ... complaint shower door keep heat in ... complaint room servic great morn coffe yummo ... overal fabul experi
173,1,thi hotel perfect girl getaway the decor fun refresh love roof top bar everi staff member friendli alway smile the locat perfect michigan ave shop beach dinner night life it mile two millenium station the concierg recommend coupl place hang dinner ad name guest list i 'm sure time still nice gestur
174,1,my girlfriend i stay night talbott return home saturday 9/29 we wonder time thoroughli enjoy hotel the staff top bottom excel accommod the room roomi ... complaint abl cool room fast enough day town the construct next door obstruct sidewalk oneway street limit difficulti the doorman andrew excel sourc hotel he arrang transport night restaur we enjoy everyth hotel citi the hotel expens met expect
175,1,excel locat block michigan ave. two block water tower place john hancock tower beauti hotel felt luxuri high-class moder price hotel staff excel -- friendli accommod
176,1,we 've return two night stay affinia chicago visit delight thank tripadvisor review prepar major construct work facad entranc .. mess and hotel restaur bar remain incomplet unavail even part lobbi 'wet paint sticker all thing could made disappoint stay not although arriv earli day suit readi along warm graciou greet front desk staff after minut felt like 'at home the suit 25th floor fab view along wall window sparkl fresh clean the bathroom light outstand led bride nearli year say made look younger ... right everyth room 'like-new stylish a visitor appreci conveni locat step magnifici mile ambianc thank dedic graciou staff fantast locat chic decor element hotel futur hotel choic chicago the stay short .. sweet
177,1,the recent remodel affina amaz choic pillow menu stock 'pantri refriger brand name bathroom ammen within walk distanc everyth could possibl need affina great hotel the staff pleasant seem enjoy job have never stay downtown chicago affina exceed expect although trip chicago one night consid stay affina futur visit
178,1,after read review get excel rate travelzoo i decid give hotel tri i must say great choic the locat perfect n michigan ave walk distanc everyth the staff help friendli room excel they gave u corner room w/a great view a mani post bed pillow comfort i picki i slept well everi night the renov almost done bother u one bit i highli recommend hotel
179,1,my wife i stay two night talbott end februari thi littl hotel perfect place u the lobbi small also cozi fireplac go welcom atmospher come cold the staff friendli effici the room pretti spaciou king bed extrem comfort we seventh floor room face delawar st realli view the bathroom good size includ two sink spaciou tub/show there also free wireless internet ... big plu u perhap best thing talbott locat we step state rush north michigan ton shop bar good food easili within walk distanc thi make talbott great place tourist want walk around take everyth we highli recommend talbott gladli stay return trip
180,1,my husband i stay fitzpatrick earli june birthday-great hotel locat provid easi walk navi pier marshal field michigan avenu john hancock room seem spaciou even though sq ft. lot room bathroom comfort bed quiet upscal hotel we would definit stay
181,1,stay talbott week enjoy stay room littl noisi next lift everyth els made posit bed comfort great real shower free internet gym usag staff friendli locat neg lift nois lift slow restaur mani great restaur around n't bother stay would stay
182,1,husband l stay hectic week new york the room spaciou clean bed huge extrem comfort i realli like aveda bathroom product great smell we room servic first night arriv realli quick pipe hot compliment chef the concierg help need find place meet friend know get navi pier direct given u accompani map the weekend annual air navi show spectacular the whole last day show spent navi pier millenium park locat hotel good thing especi shop if ever chicago defin stay
183,1,thi great hotel great locat great citi there 's cool bar area left main door hang staff quit funki look part the room spaciou well thought pictur old rocker bathroom ... i beatl although 're cup tea i happi enough georg stare back the hotel corner michigan ave short walk take fabul shop restaur ... tri 'cheesecak factori meal cocktail top floor 'john hancock centr a slighti longer walk short cab ride 're 'navi pier take ride 'seadog enjoy fun fair ... mayb drink two whilst listen great live music thi hotel citi well worth check
184,1,got great deal hotwir night i ever return chicago i would definit stay even full price we realli like room mute modern decor john lennon bono compani comfort bed mini coff maker plenti storag space love clean bathroom stock full aveda product i sold straight away ... n't take much i know if 're product junki tip maid request extra bottl leav lot goodi we like locat great view n michigan ave found staff realli friendli relax recept gift shop bar the bar area trendi i like chill atmospher surpris caus i normal find type bar bit pretenti like ... lack memorabilia n't bother i interest art deco featur build anyway the fault speaker room crackl bit oh boyfriend think proposit 'friendli ladi look busi bar i think 's place either love hate like laid back contemporari hotel without intimid factor place
185,1,upon check lobbi busi i tire feel well tough road show the front desk person i check fast nice i walk away desk smile ... alon great feel everi time i experi hotel staff member i pleas i say servic realli everyth i give top mark an ad bonu locat ... i think perfect on top i meet loop quit sure get person approach lobbi ask could help get meet i thought get taxi walk suv drove meet 'just free servic hotel state drove ... realli cool i n't even talk pump room yet great dinner profession servic attitud i return date room littl bit that ... curtain need help
186,1,thi stylish hotel locat right north michigan avenu five minut walk orang 'loop line get midway airport forget take taxi train ride less minut away our room immacul spaciou sq ft told decor gray white room comfort sooth jar on hand found light poor troubl read find key etc no kid the bathroom also quit dark didnt heat lamp on posit side howev aveda product bathroom window huge day ton natur light issu dark the king size bed firm plush pillow top made comfort invit we largish tv dvd player there safe munchi the gym perfect equip treadmil ellipt bike weight it open 24/7 video surveil safeti there towel water headphon dispos ear pad complimentari green appl suggest floor 22nd take elev 22nd l2 get gym thi way dont travers lobbi the front desk staff amiabl attent i read review nasti personnel experi i got free newspap smile free stamp i need chang coffe i could toler morn the hard rock locat less minut walk water tower druri theater john hancock magnific mile for like thrifti breakfast recommend gourmet pantri n. michigan avenu -- thi deli made delici egg toast roll butter sunday morn less 1.99 the hotel breakfast buffet 15.00 per person partak we would stay hard rock think great peopl 'tween not sure toddler set though
187,1,we stay hard rock one night intens day-after-thanksgiv shop it realli great hotel the room realli cool basic one the bed extrem comfort softest sheet great pillow the technolog room great they nice upscal tolietri bathroom for modern room still comfort homey the locat perfect get wherev want go the staff nice help the bar realli funki interest martini menu one best hotel i stay chicago realli enjoy would highli recommend
188,1,the affinia virtual perfect hotel visit chicago my wife i stay upgrad suit veri larg room modern littl touch the staff extrem help profession the locat excel the price good valu get we simpli could n't find anyth critic highli recommend
189,1,i stay the talbott night busi pleas the staff friendli immedi confirm lore midwest i upgrad suit bigger apart certainli luxuri the free wi-fi came handi i need work remot everyth comfort bed staff locat made great stay oh i got workout huge equinox right next door free
190,1,we also return frigid weekend chicago i book ambassador east great rate 89.00 aaa card delight ye room show sign wear warmth charm far make thi pleasant chang sleek modern look mani chain boutiqu hotel we becam member i prefer program therefor elig upgrad automat got upon check we love suit lot sit room comfort bedroom bathroom we wonder food pump room classic our oatmeal tast serv i 'd love right the locat great had normal winter weather could easili walk michigan avenu shop due minu degre windchil opt cab less 5.00 fare we also enjoy glass wine around fireplac lobbi found welcom cozi overcrow we would definit stay
191,1,awesom hotel room overlook michigan ave could see river veri stylish trendi room hotel lack bit amen pool etc made locat qualiti hotel book thought hotwir awesom valu
192,1,the hard rock glossi sexi absolut fantast hotel .... i town busi stay 's locat i absolut understand tourist would like ... right river cool art deco build millenium park street regardless- room clean staff friendli not annoy bar fun i comfort coupl drink alon end day good i 'll definit tri
193,1,the staff recogn name excel eye contact the 'welcom back set tone stay flower lobbi recept area beauti the house-keep staff terrif help prompt room servic food serv hot make big differ pump room food surpris tasti impress client well done
194,1,stay chicago affinia dec thru dec impress staff room locat close shop pizza place next door great of cours mani restaraunt nearbi well i littl troubl figur heat fine i learn set they work hotel got great rate but work never bother u the room great walk-in shower spaciou bathroom wonder surpris i would defin stay would recommend other
195,1,a other said construct work complet i suspect price hotel legitim charg put price rang which piti excel hotel locat could n't better the room spaciou separ sit studi area nice bathroom onli minor point downstair serv free basic breakfast coffe pastri knew last morn nobodi mention cost internet 9.99 bit dear especi lot motel offer free power milk room n't nice but none realli spoli realli enjoy stay
196,1,stay night anniversari the desk clerk great sinc anniversari gave u upgrad ... imagin surpris got floor room corner tower suit view river michigan ave. beauti cab avail right outsid lobbi ... never paid cab ride if go dec. must go chriskindl festiv strudel
197,1,i return love shop trip chicago it nice hotel i love stay i visit chicago there lot posit say hotel staff excel never experienc excel servic -- alon worth come back wa pleasantli surpris room rate includ breakfast a thing could make hotel even better ... a hand shower bathroom the hairdryer place bedroom instead bathroom bathroom damp shower i prefer leav bathroom dri hair free internet access lobbi i surpris i pay usd minut log-on check-in airlin airlin check-in without pay
198,1,we stay great review 's true we highli impress high qualiti everyth everyon locat walk distanc much chicago offer gibson 's steakhous hancock build name coupl thi hotel realli top ten even top five hotel chicago it also three star i mean three star hilton garden inn marriott courtyard place far exce chain hotel like depend room get price would good deal between could still worth
199,1,excel locat feel like boutiqu hotel right next neiman marcu v.expens dept store min walk john hancock tower a american medium high end hotel servic excel bellhop recept upgrad suit stay longer coupl day walk around windi citi tire suit feel like small apart the pub basement good sandwich beer they refurb take adavantag lower rate i feel go high end client remodel
200,1,my stay ambassador east great the hotel great locat charm gold coast neighborhood downtown chicago gave feel stay chicago neighborhood vs. concret jungl downtown magnific mile rush street block front door the staff friendli also realli enjoy drink histor pump room they live band saturday i realli enjoy look pictur celebr throughout loung visit year gone definit recommend
201,1,have stay hotel sever occas never fail anyth delight great bar draught stella guin upgrad end march i last good food love staff larg clean room comfort bed spot locat golden mile joey 's pizza next door fantast ignor bad review read hotel author must either unlucki imposs pleas highli recommend
202,1,just return night stay talbott thi first visit i honestli say i would n't stay hotel chicago from first great bell captain final departur staff noth less amaz alway greet smile i help attitut the room spaciou comfort the bed probabl comfort wife i ever slept includ four season had great breakfast drink basil 's you would miss fantast experi n't stay talbott
203,1,book room onlin got great rate cheap summer hotel room chicago nice locat block i think water even though rate cheap servic wonder front desk polit cheer doorman valet great help even put fridg room request free charg the fit room clean larg provid fruit clean towel greatest view citi top floor hotel locat hotel safe beauti area check rate directli onlin hotel 's websit least expens we stay sure
204,1,the hard rock hotel natur choic book block room sever colleagu travel chicago .. the locat fantast short walk top notch citi point interest lake michigan millennium park art museum sever fantast restaur nearbi choos my co-work love exterior build view room art wall crisp clean hip feel hotel 'too top 'busi by far better experi usual 'chain hotel shuffl bore room here feel special ... price the lobbi bar fun cozi area hang watch peopl pa michigan ave catch real rock star lobbi
205,1,i travel lot busi quit frankli expect start reach new low i usual alway choos w hotel consist averag hotel the affinia chicago rais expect w hotel go suffer comparison thi hotel one cleanest i stay time servic impecc friendli front-desk staff extra towel i order arriv liter within minut the gym new equip plenti space and fun vibe without dark hallway loud music i thank review review led affinia i pleas my new 'chicago hotel it even lead tri manhattan hotel
206,1,my husband i stay three night visit chicago tourist what beauti hotel our room love staff super help locat conveni they n't hous gym day get day pa cushi gym street the restaur hotel yummi breakfast the concierg help u make dinner reserv last minut first night we abl walk magnific mile hotel well gold coast old town neighborhood there ton great restaur area includ famou gibson signatur room hancock tower well lot shop there current lot construct go near talbott build condo right behind regardless wonder stay would definit stay visit chicago
207,1,my compani book group confer sale meet the servic friendli help properti beauti the hotel clean fill histori we thoroughli enjoy stay rate reason well
208,1,just put good word hard rock hotel chicago the review i read go mix sure expect the locat perfect the hotel beauti our view awesom the room larg enough clean the bed comfi the staff help especi concierg jare i could n't find anyth neg say if want stay downtown chicago ca n't go wrong cool hotel
209,1,thi great hotel right heart chicago loop within walk distanc downtown attract park expens p/nt park free remot locat recreat drive sinc n't plan drive check the staff friendli help the room larg clean
210,1,a bunch u got togeth great time hotel ask lime gave u like punch bowl room awesom realli see believ extradionari hotel love decor everi floor surround eleg will definit stay
211,1,veri quaint romant yet masculin i 've notic chicago hotel bar 's hard get drink much less seat i guess 's small hotel problem talbott plu peopl take drink seat lobbi 's invit cozi comfort love would love stay i must say i surpris comment comfort bed firm also note gym premis walk shop enough workout
212,1,my husband attend confer chicago weekend june 22nd i decid tag along shop we flew o'har took cab hotel cost everybodi doorman recept desk concierg extrem friendli help we room 9th floor overlook construct hardli room n't bother u we also never awaken due construct nois husband light sleeper the room clean spaciou enough u the bed comfi we ate restaur downstair sever time breakfast lunch meal great the locat hotel perfect you 1/2 block michigan ave hancock tower ca n't beat there also ador pet store call tail in the citi across hotel i brought dog back coupl toy they nice well all complaint the hotel clean beyond expect the staff alway friendli locat superb it 's safe neighborhood-i walk around felt fine we would definit return
213,1,stay night great hotel updat room clean use tim book theater din reserv provid excel servic close subway shop din excel valu free wireless internet access nearbi health club nice perk highli recommend futur concern adjac construct condo not problem someth ask front desk futur
214,1,we stay pleasent day big friendli hotel room spotless comfort great view ... also nice view roof-bar the area pleasant nice clean minut walk magnific mile easi walk around lake friendli stuff clean great warm hotel stay 'big hotel factory-lik feel like home
215,1,i stay august 23rd sixteen year old son thoroughli enjoy hotel the price reason hotel locat right michigan avenu the front desk concierg servic excel enhanc stay make easi u plan fun activ the john entwistl theme floor nice touch ani singl father appreci difficult take fun afford vacat child the hard rock hotel chicago realli help accomplish
216,1,stay night apri from check stay perfect round staff helpfuli friendli especi chri scott the locat could n't better right michigan avenu easi access everyth room love spaciou alway clean tidi end day will defin recommend friend famili
217,1,we stay ae two night three gener 'girl weekend grandma mom daughter i look websit idea rate look packag might interest u then i call properti directli assist graciou man name reec rate bit high saturday night portion stay i request american girl packag happi honor advertis rate the american girl packag perfect u my year old daughter thrill they give doll bed backpack travel kit keep they match bathrob girl doll n't get keep she also got special welcom letter complimentari room servic snack special print menu our room larg clean it two doubl bed nice linen two chair desk clean bathroom the employe friendli help we drink pump room eat we ate breakfast nearbi great place call 3rd coast thi hotel north michigan ave but short pleasant walk mag mile i would defin stay chicago
218,1,we live block hotel we arrang new floor put condo away the floor finish return look inexpens local hotel one night i think ambassador east least expens hotel within reason distanc decid stay over year i visit group stay i also eaten bar i never stay the lobbi eleg the servic great room larg clean although littl outdat the locat best residenti area citi far i concern -- i live two block away conveni north michigan avenu good shop street reason conveni loop main busi area there also probabl restaur price rang reason walk distanc includ best citi i paid less includ tax one night i sure regular rate i think deal best travel bargain around
219,1,my wife i stay ambassador east hotel first day honeymoon mid-octob we decid split honeymoon stay two differ hotel could experi differ aspect area chicago week i 'll start say great experi at check-in i indic honeymoon upgrad suit the ambassador east probabl minut walk north end magnific mile it also minut walk lot great restaur bar rush our room incred spaciou well appoint our suit 3rd floor two larg closet larg 'live room larg bedroom the bed incred comfort bathroom nice enough if i would pay full price suit i probabl would given rate staff kind wife i great time i decid give five it also worth mention concierg help my wife i decid eat the pump room restaur impress we found food servic mediocr the atmospher probabl pretti neat sinatra use eat back day anymor although unimpress pump room staff kind enough seat u 'sinatra booth back corner enclos curtain that neat experi realli redeem valu meal the ambassador east older hotel charm older neighborhood the staff 's kind overal charm hotel realli impress wife when chicago definit consid stay ambassador east
220,1,we love stay talbott we chicago attend theater show dirti danc we book room orbitz receiv nice discount when arriv hotel everyon doorman front desk maid highli profession courtesi we upgrad king bed suit the suit well decor spaciou my wife particularili enjoy heat could direct marbl floor bathroom we love hotel definit stay talbott next trip chicago highli recommend
